名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山本雄史,01,FC東京,18,22,38,14,1,36.8,34.2,0,0,0,9,67,1,4,7,4,4,0,24,,0.6,0.4,2.6,100.0
山本雄史,02,FC東京,18,29,46,20,3,43.5,37.0,0,0,0,16,103,0,6,28,7,4,0,36,,0.7,0.6,5.3,57.1
山本雄史,03,FC東京,18,10,18,10,1,55.6,50.0,0,0,0,2,27,0,2,6,2,0,0,12,,1.0,0.2,3.7,0.0
山本雄史,12,FC東京,18,13,16,5,1,31.2,25.0,0,0,0,8,43,0,1,13,1,1,0,13,,0.4,0.6,7.0,100.0
山村宏太,01,サントリーサンバーズ,1,24,64,29,4,45.3,39.1,0,0,0,17,68,2,5,17,2,1,0,48,,1.2,0.7,7.4,50.0
山村宏太,02,サントリーサンバーズ,1,32,86,36,4,41.9,37.2,0,0,0,21,91,1,4,21,3,2,0,58,,1.1,0.7,5.8,66.7
山村宏太,03,サントリーサンバーズ,1,40,92,52,5,56.5,51.1,0,0,0,21,129,0,4,29,7,3,0,73,,1.3,0.5,4.8,42.9
山村宏太,12,サントリーサンバーズ,1,13,33,11,0,33.3,33.3,0,0,0,11,34,0,1,5,1,1,0,22,,0.8,0.8,2.9,100.0
山添信也,01,パナソニックパンサーズ,3,12,21,8,2,38.1,28.6,0,0,0,5,41,2,2,7,0,0,0,15,,0.7,0.4,7.9,
山添信也,02,パナソニックパンサーズ,3,11,19,9,0,47.4,47.4,0,0,0,2,32,0,2,3,0,0,0,11,,0.8,0.2,0.8,
山添信也,03,パナソニックパンサーズ,3,17,30,11,1,36.7,33.3,0,0,0,5,50,0,4,10,1,0,0,16,,0.6,0.3,3.0,0.0
山添信也,12,パナソニックパンサーズ,3,10,18,8,1,44.4,38.9,0,0,0,2,37,0,5,11,5,3,0,10,,0.8,0.2,4.1,60.0
山近哲,01,豊田合成トレフェルサ,2,23,33,16,4,48.5,36.4,0,0,0,4,77,1,10,24,4,2,0,21,,0.7,0.2,5.8,50.0
山近哲,02,豊田合成トレフェルサ,2,4,7,3,2,42.9,14.3,0,0,0,2,13,1,3,3,0,0,0,6,,0.8,0.5,7.7,
山近哲,03,豊田合成トレフェルサ,2,27,64,29,4,45.3,39.1,0,0,0,10,73,0,11,21,0,0,0,39,,1.1,0.4,3.4,
山近哲,12,豊田合成トレフェルサ,2,16,35,18,1,51.4,48.6,0,0,0,3,48,0,9,9,0,0,0,21,,1.1,0.2,0.0,
岡崎将司,02,FC東京,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
岡崎将司,03,FC東京,1,8,17,6,3,35.3,17.6,2,0,0,0,9,0,2,1,9,6,0,6,0.0,0.8,0.0,-2.8,66.7
岡崎将司,12,FC東京,1,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,0,,0.0,0.0,-25.0,
岡本祥吾,01,サントリーサンバーズ,6,12,4,1,0,25.0,25.0,0,0,0,2,25,0,4,7,1,0,0,3,,0.1,0.2,3.0,0.0
岡本祥吾,02,サントリーサンバーズ,6,24,2,0,0,0.0,0.0,0,0,0,5,58,3,15,16,4,0,0,8,,0.0,0.2,5.6,0.0
岡本祥吾,03,サントリーサンバーズ,6,24,7,3,0,42.9,42.9,0,0,0,1,62,2,9,15,2,0,0,6,,0.1,0.0,5.6,0.0
岡本祥吾,12,サントリーサンバーズ,6,14,1,1,0,100.0,100.0,0,0,0,0,44,2,6,13,0,0,0,3,,0.1,0.0,8.5,
岡本秀明,01,豊田合成トレフェルサ,13,11,17,8,1,47.1,41.2,0,0,0,1,15,0,4,4,20,13,0,9,,0.7,0.1,0.0,65.0
岡本秀明,02,豊田合成トレフェルサ,13,22,73,31,5,42.5,35.6,4,2,0,3,50,5,9,15,136,78,0,39,50.0,1.4,0.1,13.0,57.4
岡本秀明,03,豊田合成トレフェルサ,13,21,10,1,0,10.0,10.0,0,0,0,0,22,2,7,8,11,7,0,3,,0.0,0.0,10.2,63.6
岡本秀明,12,豊田合成トレフェルサ,13,9,14,9,0,64.3,64.3,1,0,0,0,16,1,3,4,13,10,0,10,0.0,1.0,0.0,7.8,76.9
島野俊一,01,ジェイテクトSTINGS,16,5,1,0,0,0.0,0.0,1,0,0,0,11,0,0,3,0,0,0,0,0.0,0.0,0.0,6.8,
島野俊一,02,ジェイテクトSTINGS,16,5,2,0,0,0.0,0.0,0,0,0,0,23,0,1,7,0,0,0,0,,0.0,0.0,6.5,
島野俊一,03,ジェイテクトSTINGS,16,2,0,0,0,,,0,0,0,0,6,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0
島野俊一,12,ジェイテクトSTINGS,16,3,0,0,0,,,0,0,0,0,8,0,0,3,0,0,0,0,,0.0,0.0,9.4,
川村慎二,01,パナソニックパンサーズ,8,11,1,0,0,0.0,0.0,1,0,0,0,17,0,4,4,9,4,0,0,0.0,0.0,0.0,0.0,44.4
川村慎二,02,パナソニックパンサーズ,8,14,16,7,3,43.8,25.0,2,2,0,0,21,0,2,7,13,6,0,7,100.0,0.5,0.0,6.0,46.2
川村慎二,03,パナソニックパンサーズ,8,29,52,24,7,46.2,32.7,5,1,2,2,52,0,7,20,59,41,0,26,20.0,0.8,0.1,6.2,69.5
川村慎二,12,パナソニックパンサーズ,8,3,2,0,0,0.0,0.0,0,0,0,0,2,0,1,0,6,0,0,0,,0.0,0.0,-12.5,0.0
巴特,03,FC東京,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
幡司一貴,02,豊田合成トレフェルサ,14,13,18,11,1,61.1,55.6,0,0,0,4,41,0,3,14,4,4,0,15,,0.8,0.3,6.7,100.0
幡司一貴,03,豊田合成トレフェルサ,14,16,32,23,0,71.9,71.9,0,0,0,8,37,0,4,7,2,1,0,31,,1.4,0.5,2.0,50.0
幡司一貴,12,豊田合成トレフェルサ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
手塚大,01,FC東京,30,9,77,36,10,46.8,33.8,18,9,3,2,31,0,7,15,20,9,0,38,50.0,4.0,0.2,6.5,45.0
手塚大,02,FC東京,30,6,44,19,4,43.2,34.1,13,7,1,2,16,1,5,3,16,5,0,22,53.8,3.2,0.3,3.1,31.2
手塚大,03,FC東京,30,26,148,61,18,41.2,29.1,18,8,4,9,74,3,16,30,75,33,0,73,44.4,2.3,0.3,8.8,44.0
手塚大,12,FC東京,30,11,90,39,8,43.3,34.4,19,8,5,4,30,0,6,14,19,5,0,43,42.1,3.5,0.4,6.7,26.3
星谷健太朗,03,サントリーサンバーズ,17,2,3,0,0,0.0,0.0,0,0,0,1,5,0,2,1,0,0,0,1,,0.0,0.5,-5.0,
星野秀知,01,東レアローズ,10,1,7,3,0,42.9,42.9,0,0,0,0,3,0,2,0,7,5,0,3,,3.0,0.0,-16.7,71.4
星野秀知,02,東レアローズ,10,10,59,25,3,42.4,37.3,4,0,3,6,28,0,2,7,50,32,0,31,0.0,2.5,0.6,4.5,64.0
星野秀知,03,東レアローズ,10,23,131,61,7,46.6,41.2,10,4,1,4,84,1,6,18,91,45,0,66,40.0,2.7,0.2,4.8,49.5
星野秀知,12,東レアローズ,10,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
木場田和希,01,堺ブレイザーズ,15,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
木場田和希,02,堺ブレイザーズ,15,6,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
木場田和希,03,堺ブレイザーズ,15,3,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
木場田和希,12,堺ブレイザーズ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
本間隆太,02,ジェイテクトSTINGS,9,2,0,0,0,,,0,0,0,0,0,0,0,0,12,7,0,0,,0.0,0.0,,58.3
本間隆太,03,ジェイテクトSTINGS,9,1,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
杉山マルコス,01,豊田合成トレフェルサ,18,2,1,1,0,100.0,100.0,0,0,0,0,4,1,1,1,3,2,0,2,,0.5,0.0,25.0,66.7
杉山マルコス,02,豊田合成トレフェルサ,18,12,16,9,2,56.2,43.8,0,0,0,0,14,1,5,3,17,10,0,10,,0.8,0.0,3.6,58.8
杉山マルコス,03,豊田合成トレフェルサ,18,13,36,11,3,30.6,22.2,4,1,1,2,25,0,8,5,32,13,0,13,25.0,0.8,0.2,-3.0,40.6
杉山マルコス,12,豊田合成トレフェルサ,18,4,4,2,0,50.0,50.0,0,0,0,0,2,0,1,0,1,0,0,2,,0.5,0.0,-12.5,0.0
李博,02,東レアローズ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
李博,03,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
李博,12,東レアローズ,15,1,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
松原広輔,01,ジェイテクトSTINGS,10,14,31,12,3,38.7,29.0,5,3,0,2,33,3,8,10,29,16,0,17,60.0,0.9,0.1,10.6,55.2
松原広輔,02,ジェイテクトSTINGS,10,15,48,13,6,27.1,14.6,8,1,3,2,36,4,7,11,25,9,0,19,12.5,0.9,0.1,13.9,36.0
松原広輔,03,ジェイテクトSTINGS,10,10,25,16,2,64.0,56.0,3,1,0,0,16,1,4,4,22,7,0,17,33.3,1.6,0.0,6.2,31.8
松原広輔,12,ジェイテクトSTINGS,10,10,58,26,8,44.8,31.0,11,2,4,4,26,3,7,10,34,21,0,33,18.2,2.6,0.4,14.4,61.8
松岡祐太,01,堺ブレイザーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松岡祐太,02,堺ブレイザーズ,13,4,11,5,2,45.5,27.3,7,5,1,0,2,0,2,0,0,0,0,5,71.4,1.2,0.0,-25.0,
松岡祐太,03,堺ブレイザーズ,13,9,62,25,9,40.3,25.8,20,8,4,4,30,2,9,11,0,0,0,31,40.0,2.8,0.4,8.3,
松岡祐太,12,堺ブレイザーズ,13,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松崎廣光,01,サントリーサンバーズ,21,15,28,11,2,39.3,32.1,5,0,1,0,27,0,3,5,37,24,0,11,0.0,0.7,0.0,1.9,64.9
松崎廣光,02,サントリーサンバーズ,21,24,17,5,1,29.4,23.5,0,0,0,1,31,2,4,10,22,15,0,8,,0.2,0.0,11.3,68.2
松崎廣光,03,サントリーサンバーズ,21,36,89,33,6,37.1,30.3,3,1,0,2,58,1,6,24,139,100,0,36,33.3,0.9,0.1,9.5,71.9
松崎廣光,12,サントリーサンバーズ,21,8,36,14,1,38.9,36.1,2,0,0,3,20,0,2,4,57,31,0,17,0.0,1.8,0.4,2.5,54.4
松崎良輔,01,ジェイテクトSTINGS,8,4,6,1,2,16.7,-16.7,0,0,0,0,2,0,0,0,0,0,0,1,,0.2,0.0,0.0,
松崎良輔,02,ジェイテクトSTINGS,8,21,47,28,1,59.6,57.4,0,0,0,5,41,0,2,9,3,2,0,33,,1.3,0.2,4.3,66.7
松崎良輔,03,ジェイテクトSTINGS,8,18,31,10,1,32.3,29.0,0,0,0,4,32,0,3,7,1,0,0,14,,0.6,0.2,3.1,0.0
松崎良輔,12,ジェイテクトSTINGS,8,2,3,2,0,66.7,66.7,0,0,0,0,2,0,1,1,0,0,0,2,,1.0,0.0,0.0,
松本慶彦,01,堺ブレイザーズ,1,23,58,35,4,60.3,53.4,0,0,0,12,80,1,3,23,5,3,0,48,,1.5,0.5,7.5,60.0
松本慶彦,02,堺ブレイザーズ,1,29,81,39,3,48.1,44.4,0,0,0,17,84,0,2,16,6,6,0,56,,1.3,0.6,4.2,100.0
松本慶彦,03,堺ブレイザーズ,1,40,122,73,3,59.8,57.4,1,0,0,15,129,1,5,27,6,2,0,89,0.0,1.8,0.4,5.0,33.3
松本慶彦,12,堺ブレイザーズ,1,17,47,24,1,51.1,48.9,0,0,0,10,43,0,0,12,3,3,0,34,,1.4,0.6,7.0,100.0
枩田優介,01,パナソニックパンサーズ,13,19,16,9,1,56.2,50.0,0,0,0,7,50,0,5,12,0,0,0,16,,0.5,0.4,3.5,
枩田優介,02,パナソニックパンサーズ,13,24,27,15,1,55.6,51.9,0,0,0,6,56,0,3,18,1,1,0,21,,0.6,0.2,6.7,100.0
枩田優介,03,パナソニックパンサーズ,13,32,30,17,3,56.7,46.7,0,0,0,16,78,1,6,24,1,0,0,34,,0.5,0.5,7.1,0.0
枩田優介,12,パナソニックパンサーズ,13,8,7,5,1,71.4,57.1,0,0,0,4,29,0,3,4,1,1,0,9,,0.6,0.5,0.9,100.0
柴小屋康行,01,サントリーサンバーズ,5,10,35,15,3,42.9,34.3,4,4,0,0,17,1,1,5,17,9,0,16,100.0,1.5,0.0,11.8,52.9
柴小屋康行,02,サントリーサンバーズ,5,10,39,13,8,33.3,12.8,6,1,3,3,23,0,1,10,34,19,0,16,16.7,1.3,0.3,9.8,55.9
柴小屋康行,03,サントリーサンバーズ,5,10,13,8,0,61.5,61.5,2,1,0,1,10,0,2,1,20,11,0,9,50.0,0.8,0.1,-2.5,55.0
柴小屋康行,12,サントリーサンバーズ,5,9,57,24,6,42.1,31.6,12,5,1,1,16,0,5,6,22,10,0,25,41.7,2.7,0.1,1.6,45.5
栗山雅史,01,サントリーサンバーズ,19,5,4,2,0,50.0,50.0,1,1,0,0,6,0,3,1,0,0,0,2,100.0,0.4,0.0,-8.3,
栗山雅史,02,サントリーサンバーズ,19,24,182,90,12,49.5,42.9,76,35,8,3,61,1,11,26,2,1,0,94,46.1,3.8,0.1,7.8,50.0
栗山雅史,03,サントリーサンバーズ,19,31,276,123,20,44.6,37.3,120,60,6,11,81,2,16,26,0,0,0,136,50.0,4.0,0.4,5.6,
栗山雅史,12,サントリーサンバーズ,19,8,71,31,4,43.7,38.0,28,11,3,1,21,2,6,8,0,0,0,34,39.3,3.9,0.1,11.9,
梅野聡,01,東レアローズ,9,13,6,4,0,66.7,66.7,0,0,0,2,28,0,1,5,0,0,0,6,,0.3,0.2,3.6,
梅野聡,02,東レアローズ,9,2,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
梅野聡,03,東レアローズ,9,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
梅野聡,12,東レアローズ,9,7,3,1,0,33.3,33.3,0,0,0,2,19,0,1,5,0,0,0,3,,0.1,0.3,5.3,
森田亜貴斗,03,パナソニックパンサーズ,12,1,1,1,0,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,2,,1.0,1.0,0.0,
椿山竜介,01,サントリーサンバーズ,14,12,63,25,5,39.7,31.7,23,13,3,0,17,0,2,10,0,0,0,25,56.5,2.1,0.0,11.8,
椿山竜介,02,サントリーサンバーズ,14,25,220,101,21,45.9,36.4,90,43,12,4,74,5,18,30,1,1,0,110,47.8,4.0,0.2,10.8,100.0
椿山竜介,03,サントリーサンバーズ,14,29,287,129,29,44.9,34.8,126,55,14,5,90,3,26,29,0,0,0,137,43.7,4.4,0.2,4.2,
椿山竜介,12,サントリーサンバーズ,14,2,10,5,1,50.0,40.0,3,1,0,0,5,0,2,2,0,0,0,5,33.3,2.5,0.0,0.0,
横田一義,01,堺ブレイザーズ,12,9,30,14,2,46.7,40.0,0,0,0,2,23,0,1,3,0,0,0,16,,1.6,0.2,2.2,
横田一義,12,堺ブレイザーズ,12,17,47,22,2,46.8,42.6,0,0,0,13,51,2,8,15,3,2,0,37,,1.3,0.8,7.4,66.7
橋場正裕,01,FC東京,17,16,62,21,3,33.9,29.0,5,2,0,4,27,1,2,8,87,52,0,26,40.0,1.3,0.2,9.3,59.8
橋場正裕,02,FC東京,17,15,18,3,1,16.7,11.1,1,0,0,1,17,1,3,5,22,16,0,5,0.0,0.2,0.1,8.8,72.7
橋場正裕,03,FC東京,17,12,11,4,1,36.4,27.3,2,1,0,1,14,1,6,5,19,8,0,6,50.0,0.3,0.1,5.4,42.1
橋場正裕,12,FC東京,17,14,25,7,1,28.0,24.0,6,1,1,0,15,1,4,4,44,25,0,8,16.7,0.5,0.0,6.7,56.8
橋本卓也,02,FC東京,8,8,11,5,0,45.5,45.5,0,0,0,1,12,0,2,0,0,0,0,6,,0.6,0.1,-4.2,
橋本卓也,03,FC東京,8,10,26,12,3,46.2,34.6,0,0,0,1,23,0,0,3,0,0,0,13,,1.2,0.1,3.3,
橋本卓也,12,FC東京,8,8,21,10,0,47.6,47.6,0,0,0,0,22,0,1,3,0,0,0,10,,1.2,0.0,2.3,
橋本大智,02,サントリーサンバーズ,4,11,5,4,0,80.0,80.0,0,0,0,2,15,0,0,3,0,0,0,6,,0.4,0.2,5.0,
橋本大智,03,サントリーサンバーズ,4,34,25,15,0,60.0,60.0,0,0,0,9,68,3,6,18,3,0,0,27,,0.4,0.3,8.8,0.0
橋本大智,12,サントリーサンバーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
橘裕也,01,FC東京,13,24,0,0,0,,,0,0,0,0,0,0,0,0,147,98,0,0,,0.0,0.0,,66.7
橘裕也,02,FC東京,13,31,0,0,0,,,0,0,0,0,0,0,0,0,167,106,0,0,,0.0,0.0,,63.5
橘裕也,03,FC東京,13,38,0,0,0,,,0,0,0,0,0,0,0,0,188,123,0,0,,0.0,0.0,,65.4
橘裕也,12,FC東京,13,18,0,0,0,,,0,0,0,0,0,0,0,0,93,63,0,0,,0.0,0.0,,67.7
永野健,01,パナソニックパンサーズ,17,25,0,0,0,,,0,0,0,0,0,0,0,0,135,102,0,0,,0.0,0.0,,75.6
永野健,02,パナソニックパンサーズ,17,28,0,0,0,,,0,0,0,0,0,0,0,0,165,118,0,0,,0.0,0.0,,71.5
永野健,03,パナソニックパンサーズ,17,35,0,0,0,,,0,0,0,0,0,0,0,0,167,112,0,0,,0.0,0.0,,67.1
永野健,12,パナソニックパンサーズ,17,14,0,0,0,,,0,0,0,0,0,0,0,0,64,48,0,0,,0.0,0.0,,75.0
池田政之,03,パナソニックパンサーズ,11,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
浅野博亮,01,ジェイテクトSTINGS,14,22,156,73,10,46.8,40.4,41,16,6,6,58,1,11,17,108,54,0,80,39.0,3.3,0.3,4.3,50.0
浅野博亮,02,ジェイテクトSTINGS,14,24,165,71,11,43.0,36.4,43,17,5,4,72,1,3,21,129,69,0,76,39.5,3.0,0.2,7.6,53.5
浅野博亮,03,ジェイテクトSTINGS,14,31,207,94,10,45.4,40.6,44,20,5,11,95,1,11,24,193,121,0,106,45.5,3.0,0.4,4.5,62.7
浅野博亮,12,ジェイテクトSTINGS,14,8,56,30,5,53.6,44.6,17,6,3,0,26,1,4,9,29,16,0,31,35.3,3.8,0.0,8.7,55.2
深津旭弘,01,JTサンダーズ,17,5,0,0,0,,,0,0,0,2,17,0,0,2,0,0,0,2,,0.0,0.4,2.9,
深津旭弘,02,JTサンダーズ,17,12,0,0,0,,,0,0,0,6,32,0,0,11,0,0,0,6,,0.0,0.5,8.6,
深津旭弘,03,JTサンダーズ,17,4,0,0,0,,,0,0,0,1,8,0,1,3,0,0,0,1,,0.0,0.2,6.2,
深津英臣,01,パナソニックパンサーズ,2,24,9,6,0,66.7,66.7,1,0,0,7,106,3,5,35,0,0,0,16,0.0,0.2,0.3,9.9,
深津英臣,02,パナソニックパンサーズ,2,28,8,4,0,50.0,50.0,0,0,0,10,87,2,1,31,0,0,0,16,,0.1,0.4,10.9,
深津英臣,03,パナソニックパンサーズ,2,39,15,10,1,66.7,60.0,2,0,0,14,131,6,7,53,2,0,0,30,0.0,0.3,0.4,13.4,0.0
深津英臣,12,パナソニックパンサーズ,2,10,3,0,0,0.0,0.0,0,0,0,2,28,0,3,5,0,0,0,2,,0.0,0.2,1.8,
清水邦広,01,パナソニックパンサーズ,1,24,200,96,16,48.0,40.0,94,46,7,17,82,7,14,27,1,0,0,120,48.9,4.0,0.7,12.5,0.0
清水邦広,02,パナソニックパンサーズ,1,28,234,126,12,53.8,48.7,120,61,8,9,113,10,15,47,0,0,0,145,50.8,4.5,0.3,15.9,
清水邦広,03,パナソニックパンサーズ,1,35,275,135,20,49.1,41.8,116,51,9,12,153,6,16,76,2,1,0,153,44.0,3.9,0.3,13.7,50.0
清水邦広,12,パナソニックパンサーズ,1,14,120,64,7,53.3,47.5,47,31,3,4,64,6,9,16,0,0,0,74,66.0,4.6,0.3,12.1,
清野真一,01,ジェイテクトSTINGS,4,16,118,54,5,45.8,41.5,46,19,2,3,46,6,10,14,0,0,0,63,41.3,3.4,0.2,15.2,
清野真一,02,ジェイテクトSTINGS,4,15,64,31,8,48.4,35.9,26,15,3,1,27,2,8,6,0,0,0,34,57.7,2.1,0.1,5.6,
清野真一,03,ジェイテクトSTINGS,4,18,114,35,11,30.7,21.1,48,10,7,1,52,8,7,17,0,0,0,44,20.8,1.9,0.1,20.2,
清野真一,12,ジェイテクトSTINGS,4,12,85,49,4,57.6,52.9,33,20,1,0,29,4,4,10,0,0,0,53,60.6,4.1,0.0,19.0,
渡辺俊介,01,東レアローズ,6,10,0,0,0,,,0,0,0,0,0,0,0,0,70,50,0,0,,0.0,0.0,,71.4
渡辺俊介,02,東レアローズ,6,2,0,0,0,,,0,0,0,0,0,0,0,0,17,11,0,0,,0.0,0.0,,64.7
渡辺俊介,03,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡辺俊介,12,東レアローズ,6,8,0,0,0,,,0,0,0,0,0,0,0,0,32,21,0,0,,0.0,0.0,,65.6
渡辺奏吾,01,パナソニックパンサーズ,5,18,0,0,0,,,0,0,0,0,21,0,7,6,4,0,0,0,,0.0,0.0,-1.2,0.0
渡辺奏吾,02,パナソニックパンサーズ,5,21,3,0,0,0.0,0.0,0,0,0,0,35,1,4,11,0,0,0,1,,0.0,0.0,7.9,
渡辺奏吾,03,パナソニックパンサーズ,5,25,41,17,7,41.5,24.4,7,3,2,1,49,1,10,17,17,13,0,19,42.9,0.7,0.0,5.6,76.5
渡辺奏吾,12,パナソニックパンサーズ,5,10,0,0,0,,,0,0,0,0,13,1,2,2,0,0,0,1,,0.0,0.0,7.7,
瀬戸口竜矢,01,東レアローズ,8,9,0,0,0,,,0,0,0,0,4,0,1,1,12,6,0,0,,0.0,0.0,0.0,50.0
瀬戸口竜矢,02,東レアローズ,8,15,68,29,7,42.6,32.4,12,4,2,8,37,2,1,9,68,40,0,39,33.3,1.9,0.5,10.8,58.8
瀬戸口竜矢,03,東レアローズ,8,11,50,15,4,30.0,22.0,5,2,2,6,33,0,4,8,46,24,0,21,40.0,1.4,0.5,3.0,52.2
瀬戸口竜矢,12,東レアローズ,8,10,20,9,2,45.0,35.0,3,0,0,1,13,0,2,3,30,22,0,10,0.0,0.9,0.1,1.9,73.3
王金剛,01,東レアローズ,11,7,1,1,0,100.0,100.0,0,0,0,1,1,0,0,0,1,0,0,2,,0.1,0.1,0.0,0.0
王金剛,02,東レアローズ,11,3,2,2,0,100.0,100.0,1,1,0,0,3,0,1,1,1,0,0,2,100.0,0.7,0.0,0.0,0.0
王金剛,03,東レアローズ,11,16,10,4,0,40.0,40.0,0,0,0,5,41,2,8,15,1,0,0,11,,0.2,0.3,9.1,0.0
王金剛,12,東レアローズ,11,6,6,3,1,50.0,33.3,0,0,0,5,12,0,2,3,0,0,0,8,,0.5,0.8,2.1,
田辺修,01,東レアローズ,2,15,0,0,0,,,0,0,0,0,0,0,0,0,82,55,0,0,,0.0,0.0,,67.1
田辺修,02,東レアローズ,2,22,0,0,0,,,0,0,0,0,0,0,0,0,63,43,0,0,,0.0,0.0,,68.3
田辺修,03,東レアローズ,2,34,0,0,0,,,0,0,0,0,0,0,0,0,58,37,0,0,,0.0,0.0,,63.8
田辺修,12,東レアローズ,2,8,0,0,0,,,0,0,0,0,0,0,0,0,45,32,0,0,,0.0,0.0,,71.1
甲斐祐之,01,JTサンダーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
甲斐祐之,02,JTサンダーズ,9,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
甲斐祐之,03,JTサンダーズ,9,2,6,1,1,16.7,0.0,1,0,0,0,2,0,0,1,6,2,0,1,0.0,0.5,0.0,12.5,33.3
町野仁志,01,JTサンダーズ,2,21,29,10,4,34.5,20.7,0,0,0,10,64,1,2,14,6,5,0,21,,0.5,0.5,6.2,83.3
町野仁志,02,JTサンダーズ,2,25,32,17,2,53.1,46.9,0,0,0,15,70,2,2,14,7,5,0,34,,0.7,0.6,7.1,71.4
町野仁志,03,JTサンダーズ,2,8,6,2,0,33.3,33.3,0,0,0,6,15,0,1,4,0,0,0,8,,0.2,0.8,5.0,
町野仁志,12,JTサンダーズ,2,17,20,10,1,50.0,45.0,0,0,0,8,51,1,6,20,6,3,0,19,,0.6,0.5,8.8,50.0
白岩直也,01,豊田合成トレフェルサ,7,22,132,60,7,45.5,40.2,3,1,1,6,78,0,12,27,163,107,0,66,33.3,2.7,0.3,4.8,65.6
白岩直也,02,豊田合成トレフェルサ,7,15,75,28,6,37.3,29.3,0,0,0,3,51,3,6,16,116,71,0,34,,1.9,0.2,10.8,61.2
白岩直也,03,豊田合成トレフェルサ,7,39,230,97,17,42.2,34.8,3,0,1,8,145,3,13,55,301,171,0,108,0.0,2.5,0.2,9.3,56.8
白岩直也,12,豊田合成トレフェルサ,7,14,70,23,3,32.9,28.6,1,0,0,3,49,2,4,18,120,82,0,28,0.0,1.6,0.2,11.2,68.3
白澤健児,01,パナソニックパンサーズ,6,25,44,26,3,59.1,52.3,0,0,0,15,64,1,6,12,4,1,0,42,,1.0,0.6,3.9,25.0
白澤健児,02,パナソニックパンサーズ,6,28,60,36,1,60.0,58.3,0,0,0,16,68,1,11,12,2,1,0,53,,1.3,0.6,1.8,50.0
白澤健児,03,パナソニックパンサーズ,6,38,75,54,4,72.0,66.7,0,0,0,32,111,2,3,33,10,8,0,88,,1.4,0.8,8.6,80.0
白澤健児,12,パナソニックパンサーズ,6,13,22,11,1,50.0,45.5,0,0,0,14,46,2,1,6,3,3,0,27,,0.8,1.1,7.1,100.0
盛重龍,01,FC東京,22,19,38,14,0,36.8,36.8,5,2,0,2,19,0,2,3,45,22,0,16,40.0,0.7,0.1,1.3,48.9
盛重龍,02,FC東京,22,24,61,12,8,19.7,6.6,6,2,1,8,29,0,5,7,57,32,0,20,33.3,0.5,0.3,1.7,56.1
盛重龍,03,FC東京,22,13,3,0,0,0.0,0.0,1,0,0,0,2,0,0,0,11,9,0,0,0.0,0.0,0.0,0.0,81.8
盛重龍,12,FC東京,22,11,30,11,2,36.7,30.0,7,2,1,2,17,1,0,9,25,10,0,14,28.6,1.0,0.2,19.1,40.0
相澤寿,01,東レアローズ,7,8,17,8,0,47.1,47.1,0,0,0,2,21,0,2,6,0,0,0,10,,1.0,0.2,4.8,
相澤寿,02,東レアローズ,7,6,14,11,1,78.6,71.4,0,0,0,6,10,0,0,5,0,0,0,17,,1.8,1.0,12.5,
